x_type,family,subfamily,code,new,sepa,name,treatment,zone,pathology,level,sessions,time,price,price_vip,price_company,price_session,price_session_next,price_max
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Queratosis - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Queratosis,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Queratosis - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Queratosis,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Queratosis - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Queratosis,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Queratosis - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Queratosis,Grado 5,1 sesion,,3000,2500,2000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Lunar - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Lunar,Grado 1,1 sesion,,1000,500,400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Lunar - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Lunar,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Lunar - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Lunar,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Lunar - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Lunar,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Lunar - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Lunar,Grado 5,1 sesion,,3000,2500,2000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Quiste - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Quiste,Grado 1,1 sesion,,1000,500,400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Quiste - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Quiste,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Quiste - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Quiste,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Quiste - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Quiste,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Quiste - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Quiste,Grado 5,1 sesion,,3000,2500,2000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Verruga - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Verruga,Grado 1,1 sesion,,1000,500,400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Verruga - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Verruga,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Verruga - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Verruga,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Verruga - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Verruga,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Verruga - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Verruga,Grado 5,1 sesion,,3000,2500,2000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Cicatriz - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Cicatriz,Grado 1,1 sesion,,1000,500,400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Cicatriz - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Cicatriz,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Cicatriz - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Cicatriz,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Cicatriz - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Cicatriz,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Cicatriz - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Cicatriz,Grado 5,1 sesion,,3000,2500,2000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Manchas - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Manchas,Grado 1,1 sesion,,1000,500,400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Manchas - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Manchas,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Manchas - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Manchas,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Manchas - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Manchas,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Manchas - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Manchas,Grado 5,1 sesion,,3000,2500,2000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Acne y Secuelas - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Acne y Secuelas,Grado 1,1 sesion,,4000,3000,2400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Acne y Secuelas - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Acne y Secuelas,Grado 2,1 sesion,,4500,3500,2800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Acne y Secuelas - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Acne y Secuelas,Grado 3,1 sesion,,5000,4000,3200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Acne y Secuelas - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Acne y Secuelas,Grado 4,1 sesion,,6000,5000,4000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Acne y Secuelas - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Acne y Secuelas,Grado 5,1 sesion,,6500,5500,4400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Queratosis - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Queratosis,Grado 1,1 sesion,,1000,500,400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Queratosis - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Queratosis,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Queratosis - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Queratosis,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Queratosis - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Queratosis,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Queratosis - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Queratosis,Grado 5,1 sesion,,3000,2500,2000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Lunar - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Lunar,Grado 1,1 sesion,,1000,500,400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Lunar - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Lunar,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Lunar - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Lunar,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Lunar - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Lunar,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Lunar - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Lunar,Grado 5,1 sesion,,3000,2500,2000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Quiste - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Quiste,Grado 1,1 sesion,,1000,500,400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Quiste - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Quiste,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Quiste - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Quiste,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Quiste - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Quiste,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Quiste - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Quiste,Grado 5,1 sesion,,3000,2500,2000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Verruga - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Verruga,Grado 1,1 sesion,,1000,500,400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Verruga - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Verruga,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Verruga - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Verruga,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Verruga - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Verruga,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Verruga - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Verruga,Grado 5,1 sesion,,3000,2500,2000,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Cicatriz - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Cicatriz,Grado 1,1 sesion,,1000,500,400,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Cicatriz - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Cicatriz,Grado 2,1 sesion,,1500,1000,800,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Cicatriz - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Cicatriz,Grado 3,1 sesion,,2000,1500,1200,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Cicatriz - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Cicatriz,Grado 4,1 sesion,,2500,2000,1600,,,
service,laser,co2,,, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Cicatriz - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Cicatriz,Grado 5,1 sesion,,3000,2500,2000,,,
