idx,x_type,family,subfamily,code,new,sepa,name,treatment,zone,pathology,level,sessions,time,price,price_vip,price_company,price_session,price_session_next,price_max
144,service,laser,excilite,,, - ,LASER EXCILITE - Rostro - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Rostro,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
145,service,laser,excilite,,, - ,LASER EXCILITE - Cuello - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Cuello,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
146,service,laser,excilite,,, - ,LASER EXCILITE - Ariolas - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Ariolas,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
147,service,laser,excilite,,, - ,LASER EXCILITE - Axilas - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Axilas,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
148,service,laser,excilite,,, - ,LASER EXCILITE - Pecho - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Pecho,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
149,service,laser,excilite,,, - ,LASER EXCILITE - Abdomen - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Abdomen,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
150,service,laser,excilite,,, - ,LASER EXCILITE - Brazos - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Brazos,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
151,service,laser,excilite,,, - ,LASER EXCILITE - Espalda - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Espalda,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
152,service,laser,excilite,,, - ,LASER EXCILITE - Gluteos - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Gluteos,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
153,service,laser,excilite,,, - ,LASER EXCILITE - Hombros - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Hombros,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
154,service,laser,excilite,,, - ,LASER EXCILITE - Manos - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Manos,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
155,service,laser,excilite,,, - ,LASER EXCILITE - Piernas - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Piernas,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
156,service,laser,excilite,,, - ,LASER EXCILITE - Pies - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Pies,Vitiligo,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
157,service,laser,excilite,,, - ,LASER EXCILITE - Rostro - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Rostro,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
158,service,laser,excilite,,, - ,LASER EXCILITE - Cuello - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Cuello,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
159,service,laser,excilite,,, - ,LASER EXCILITE - Ariolas - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Ariolas,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
160,service,laser,excilite,,, - ,LASER EXCILITE - Axilas - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Axilas,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
161,service,laser,excilite,,, - ,LASER EXCILITE - Pecho - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Pecho,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
162,service,laser,excilite,,, - ,LASER EXCILITE - Abdomen - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Abdomen,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
163,service,laser,excilite,,, - ,LASER EXCILITE - Brazos - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Brazos,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
164,service,laser,excilite,,, - ,LASER EXCILITE - Espalda - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Espalda,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
165,service,laser,excilite,,, - ,LASER EXCILITE - Gluteos - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Gluteos,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
166,service,laser,excilite,,, - ,LASER EXCILITE - Hombros - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Hombros,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
167,service,laser,excilite,,, - ,LASER EXCILITE - Manos - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Manos,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
168,service,laser,excilite,,, - ,LASER EXCILITE - Piernas - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Piernas,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
169,service,laser,excilite,,, - ,LASER EXCILITE - Pies - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Pies,Psoriasis,-1,6 sesiones,5 min,2500,1500,1200,250,,
170,service,laser,excilite,,, - ,LASER EXCILITE - Rostro - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Rostro,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
171,service,laser,excilite,,, - ,LASER EXCILITE - Cuello - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Cuello,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
172,service,laser,excilite,,, - ,LASER EXCILITE - Ariolas - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Ariolas,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
173,service,laser,excilite,,, - ,LASER EXCILITE - Axilas - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Axilas,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
174,service,laser,excilite,,, - ,LASER EXCILITE - Pecho - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Pecho,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
175,service,laser,excilite,,, - ,LASER EXCILITE - Abdomen - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Abdomen,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
176,service,laser,excilite,,, - ,LASER EXCILITE - Brazos - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Brazos,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
177,service,laser,excilite,,, - ,LASER EXCILITE - Espalda - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Espalda,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
178,service,laser,excilite,,, - ,LASER EXCILITE - Gluteos - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Gluteos,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
179,service,laser,excilite,,, - ,LASER EXCILITE - Hombros - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Hombros,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
180,service,laser,excilite,,, - ,LASER EXCILITE - Manos - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Manos,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
181,service,laser,excilite,,, - ,LASER EXCILITE - Piernas - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Piernas,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
182,service,laser,excilite,,, - ,LASER EXCILITE - Pies - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Pies,Psoriasis,-1,6 sesiones,15 min,4000,3000,2400,500,,
183,service,laser,excilite,,, - ,LASER EXCILITE - Rostro - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Rostro,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
184,service,laser,excilite,,, - ,LASER EXCILITE - Cuello - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Cuello,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
185,service,laser,excilite,,, - ,LASER EXCILITE - Ariolas - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Ariolas,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
186,service,laser,excilite,,, - ,LASER EXCILITE - Axilas - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Axilas,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
187,service,laser,excilite,,, - ,LASER EXCILITE - Pecho - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Pecho,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
188,service,laser,excilite,,, - ,LASER EXCILITE - Abdomen - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Abdomen,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
189,service,laser,excilite,,, - ,LASER EXCILITE - Brazos - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Brazos,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
190,service,laser,excilite,,, - ,LASER EXCILITE - Espalda - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Espalda,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
191,service,laser,excilite,,, - ,LASER EXCILITE - Gluteos - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Gluteos,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
192,service,laser,excilite,,, - ,LASER EXCILITE - Hombros - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Hombros,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
193,service,laser,excilite,,, - ,LASER EXCILITE - Manos - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Manos,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
194,service,laser,excilite,,, - ,LASER EXCILITE - Piernas - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Piernas,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
195,service,laser,excilite,,, - ,LASER EXCILITE - Pies - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Pies,Psoriasis,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
196,service,laser,excilite,,, - ,LASER EXCILITE - Rostro - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Rostro,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
197,service,laser,excilite,,, - ,LASER EXCILITE - Cuello - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Cuello,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
198,service,laser,excilite,,, - ,LASER EXCILITE - Ariolas - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Ariolas,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
199,service,laser,excilite,,, - ,LASER EXCILITE - Axilas - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Axilas,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
200,service,laser,excilite,,, - ,LASER EXCILITE - Pecho - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Pecho,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
201,service,laser,excilite,,, - ,LASER EXCILITE - Abdomen - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Abdomen,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
202,service,laser,excilite,,, - ,LASER EXCILITE - Brazos - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Brazos,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
203,service,laser,excilite,,, - ,LASER EXCILITE - Espalda - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Espalda,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
204,service,laser,excilite,,, - ,LASER EXCILITE - Gluteos - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Gluteos,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
205,service,laser,excilite,,, - ,LASER EXCILITE - Hombros - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Hombros,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
206,service,laser,excilite,,, - ,LASER EXCILITE - Manos - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Manos,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
207,service,laser,excilite,,, - ,LASER EXCILITE - Piernas - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Piernas,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
208,service,laser,excilite,,, - ,LASER EXCILITE - Pies - Alopecias - 6 sesiones - 5 min,LASER EXCILITE,Pies,Alopecias,-1,6 sesiones,5 min,2500,1500,1200,250,,
209,service,laser,excilite,,, - ,LASER EXCILITE - Rostro - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Rostro,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
210,service,laser,excilite,,, - ,LASER EXCILITE - Cuello - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Cuello,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
211,service,laser,excilite,,, - ,LASER EXCILITE - Ariolas - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Ariolas,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
212,service,laser,excilite,,, - ,LASER EXCILITE - Axilas - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Axilas,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
213,service,laser,excilite,,, - ,LASER EXCILITE - Pecho - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Pecho,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
214,service,laser,excilite,,, - ,LASER EXCILITE - Abdomen - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Abdomen,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
215,service,laser,excilite,,, - ,LASER EXCILITE - Brazos - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Brazos,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
216,service,laser,excilite,,, - ,LASER EXCILITE - Espalda - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Espalda,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
217,service,laser,excilite,,, - ,LASER EXCILITE - Gluteos - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Gluteos,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
218,service,laser,excilite,,, - ,LASER EXCILITE - Hombros - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Hombros,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
219,service,laser,excilite,,, - ,LASER EXCILITE - Manos - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Manos,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
220,service,laser,excilite,,, - ,LASER EXCILITE - Piernas - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Piernas,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
221,service,laser,excilite,,, - ,LASER EXCILITE - Pies - Alopecias - 6 sesiones - 15 min,LASER EXCILITE,Pies,Alopecias,-1,6 sesiones,15 min,4000,3000,2400,500,,
222,service,laser,excilite,,, - ,LASER EXCILITE - Rostro - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Rostro,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
223,service,laser,excilite,,, - ,LASER EXCILITE - Cuello - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Cuello,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
224,service,laser,excilite,,, - ,LASER EXCILITE - Ariolas - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Ariolas,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
225,service,laser,excilite,,, - ,LASER EXCILITE - Axilas - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Axilas,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
226,service,laser,excilite,,, - ,LASER EXCILITE - Pecho - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Pecho,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
227,service,laser,excilite,,, - ,LASER EXCILITE - Abdomen - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Abdomen,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
228,service,laser,excilite,,, - ,LASER EXCILITE - Brazos - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Brazos,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
229,service,laser,excilite,,, - ,LASER EXCILITE - Espalda - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Espalda,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
230,service,laser,excilite,,, - ,LASER EXCILITE - Gluteos - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Gluteos,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
231,service,laser,excilite,,, - ,LASER EXCILITE - Hombros - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Hombros,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
232,service,laser,excilite,,, - ,LASER EXCILITE - Manos - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Manos,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
233,service,laser,excilite,,, - ,LASER EXCILITE - Piernas - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Piernas,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
234,service,laser,excilite,,, - ,LASER EXCILITE - Pies - Alopecias - 6 sesiones - 30 min,LASER EXCILITE,Pies,Alopecias,-1,6 sesiones,30 min,6000,5000,4000,833.333333333333,,
